================================================================
  Route 3 (multitask)  GPU=6  TRACK=Track1
  thresholds=3,5,10,15  pos_weight=[0.5,8.0]
  mask_min_pos=5  multitask_mode=ord_bin_ter
  loss_weights=1.0,0.15,0.30,0.05,0.10  phq_warmup=30
  bin_boundary=5  ter_boundaries=5,10
2026-05-15 16:11:29,849 - INFO - Epoch 3/300 [Multitask] | train_loss=1.351140 | parts ord=0.9477 bin=0.6642 ter=1.0075 phq=0.0000 cons=0.0156 | [log1p] ccc=0.0001 rmse=6.3280 mae=5.6006 | [PHQ-9] ccc=0.0001 rmse=6.33 mae=5.60 pred_mean=8.27 pred_std=0.01
2026-05-15 16:11:31,128 - INFO - Epoch 4/300 [Multitask] | train_loss=1.332146 | parts ord=0.9425 bin=0.6554 ter=0.9665 phq=0.0000 cons=0.0133 | [log1p] ccc=0.0002 rmse=6.1952 mae=5.4354 | [PHQ-9] ccc=0.0002 rmse=6.20 mae=5.44 pred_mean=8.06 pred_std=0.02
2026-05-15 16:11:32,369 - INFO - Epoch 5/300 [Multitask] | train_loss=1.315281 | parts ord=0.9469 bin=0.6453 ter=0.9012 phq=0.0000 cons=0.0118 | [log1p] ccc=0.0005 rmse=6.0522 mae=5.2687 | [PHQ-9] ccc=0.0005 rmse=6.05 mae=5.27 pred_mean=7.82 pred_std=0.03
2026-05-15 16:11:33,735 - INFO - Epoch 6/300 [Multitask] | train_loss=1.316813 | parts ord=0.9631 bin=0.6179 ter=0.8661 phq=0.0000 cons=0.0116 | [log1p] ccc=0.0004 rmse=5.8899 mae=5.0791 | [PHQ-9] ccc=0.0004 rmse=5.89 mae=5.08 pred_mean=7.54 pred_std=0.03
2026-05-15 16:11:34,461 - INFO - Epoch 7/300 [Multitask] | train_loss=1.330446 | parts ord=0.9696 bin=0.6475 ter=0.8746 phq=0.0000 cons=0.0138 | [log1p] ccc=0.0005 rmse=5.7415 mae=4.8946 | [PHQ-9] ccc=0.0005 rmse=5.74 mae=4.89 pred_mean=7.26 pred_std=0.04
2026-05-15 16:11:35,292 - INFO - Epoch 8/300 [Multitask] | train_loss=1.295070 | parts ord=0.9634 bin=0.6025 ter=0.7993 phq=0.0000 cons=0.0156 | [log1p] ccc=0.0009 rmse=5.5789 mae=4.6971 | [PHQ-9] ccc=0.0009 rmse=5.58 mae=4.70 pred_mean=6.94 pred_std=0.05
2026-05-15 16:11:36,184 - INFO - Epoch 9/300 [Multitask] | train_loss=1.297169 | parts ord=0.9600 bin=0.5903 ter=0.8222 phq=0.0000 cons=0.0194 | [log1p] ccc=0.0014 rmse=5.4698 mae=4.5925 | [PHQ-9] ccc=0.0014 rmse=5.47 mae=4.59 pred_mean=6.70 pred_std=0.06
2026-05-15 16:11:37,479 - INFO - Epoch 10/300 [Multitask] | train_loss=1.318124 | parts ord=0.9778 bin=0.5973 ter=0.8288 phq=0.0000 cons=0.0212 | [log1p] ccc=0.0018 rmse=5.3567 mae=4.4742 | [PHQ-9] ccc=0.0018 rmse=5.36 mae=4.47 pred_mean=6.43 pred_std=0.07
2026-05-15 16:11:39,354 - INFO - Epoch 11/300 [Multitask] | train_loss=1.433520 | parts ord=1.0860 bin=0.6351 ter=0.8346 phq=0.0000 cons=0.0193 | [log1p] ccc=0.0023 rmse=5.2177 mae=4.3101 | [PHQ-9] ccc=0.0023 rmse=5.22 mae=4.31 pred_mean=6.06 pred_std=0.08
2026-05-15 16:11:41,254 - INFO - Epoch 12/300 [Multitask] | train_loss=1.421113 | parts ord=1.0679 bin=0.6057 ter=0.8670 phq=0.0000 cons=0.0225 | [log1p] ccc=0.0033 rmse=5.1301 mae=4.1913 | [PHQ-9] ccc=0.0033 rmse=5.13 mae=4.19 pred_mean=5.80 pred_std=0.09
2026-05-15 16:11:43,093 - INFO - Epoch 13/300 [Multitask] | train_loss=1.468517 | parts ord=1.1153 bin=0.6322 ter=0.8526 phq=0.0000 cons=0.0259 | [log1p] ccc=0.0036 rmse=5.0882 mae=4.1268 | [PHQ-9] ccc=0.0036 rmse=5.09 mae=4.13 pred_mean=5.65 pred_std=0.10
2026-05-15 16:11:44,963 - INFO - Epoch 14/300 [Multitask] | train_loss=1.411203 | parts ord=1.0667 bin=0.6414 ter=0.8198 phq=0.0000 cons=0.0230 | [log1p] ccc=0.0042 rmse=5.0487 mae=4.0601 | [PHQ-9] ccc=0.0042 rmse=5.05 mae=4.06 pred_mean=5.50 pred_std=0.11
2026-05-15 16:11:46,920 - INFO - Epoch 15/300 [Multitask] | train_loss=1.383173 | parts ord=1.0405 bin=0.6519 ter=0.8084 phq=0.0000 cons=0.0236 | [log1p] ccc=0.0050 rmse=5.0200 mae=4.0069 | [PHQ-9] ccc=0.0050 rmse=5.02 mae=4.01 pred_mean=5.38 pred_std=0.11
2026-05-15 16:11:48,935 - INFO - Epoch 16/300 [Multitask] | train_loss=1.475243 | parts ord=1.0982 bin=0.6633 ter=0.9180 phq=0.0000 cons=0.0213 | [log1p] ccc=0.0061 rmse=4.9759 mae=3.9137 | [PHQ-9] ccc=0.0061 rmse=4.98 mae=3.91 pred_mean=5.18 pred_std=0.12
2026-05-15 16:11:50,888 - INFO - Epoch 17/300 [Multitask] | train_loss=1.498468 | parts ord=1.1162 bin=0.6866 ter=0.9231 phq=0.0000 cons=0.0229 | [log1p] ccc=0.0070 rmse=4.9586 mae=3.8829 | [PHQ-9] ccc=0.0070 rmse=4.96 mae=3.88 pred_mean=5.09 pred_std=0.13
2026-05-15 16:11:52,850 - INFO - Epoch 18/300 [Multitask] | train_loss=1.547355 | parts ord=1.1562 bin=0.6595 ter=0.9673 phq=0.0000 cons=0.0208 | [log1p] ccc=0.0077 rmse=4.9259 mae=3.8100 | [PHQ-9] ccc=0.0077 rmse=4.93 mae=3.81 pred_mean=4.87 pred_std=0.13
2026-05-15 16:11:54,881 - INFO - Epoch 19/300 [Multitask] | train_loss=1.493055 | parts ord=1.1193 bin=0.6584 ter=0.9091 phq=0.0000 cons=0.0229 | [log1p] ccc=0.0083 rmse=4.9242 mae=3.8099 | [PHQ-9] ccc=0.0083 rmse=4.92 mae=3.81 pred_mean=4.86 pred_std=0.14
2026-05-15 16:11:56,608 - INFO - Epoch 20/300 [Multitask] | train_loss=1.559922 | parts ord=1.1721 bin=0.6807 ter=0.9458 phq=0.0000 cons=0.0198 | [log1p] ccc=0.0091 rmse=4.9115 mae=3.7767 | [PHQ-9] ccc=0.0091 rmse=4.91 mae=3.78 pred_mean=4.76 pred_std=0.15
2026-05-15 16:11:58,173 - INFO - Epoch 21/300 [Multitask] | train_loss=1.518964 | parts ord=1.1458 bin=0.6551 ter=0.9109 phq=0.0000 cons=0.0165 | [log1p] ccc=0.0099 rmse=4.8999 mae=3.7401 | [PHQ-9] ccc=0.0099 rmse=4.90 mae=3.74 pred_mean=4.65 pred_std=0.16
2026-05-15 16:11:59,861 - INFO - Epoch 22/300 [Multitask] | train_loss=1.539475 | parts ord=1.1258 bin=0.6454 ter=1.0492 phq=0.0000 cons=0.0209 | [log1p] ccc=0.0104 rmse=4.8942 mae=3.7176 | [PHQ-9] ccc=0.0104 rmse=4.89 mae=3.72 pred_mean=4.57 pred_std=0.16
2026-05-15 16:12:01,391 - INFO - Epoch 23/300 [Multitask] | train_loss=1.601709 | parts ord=1.2275 bin=0.6721 ter=0.9057 phq=0.0000 cons=0.0169 | [log1p] ccc=0.0103 rmse=4.8938 mae=3.7156 | [PHQ-9] ccc=0.0103 rmse=4.89 mae=3.72 pred_mean=4.56 pred_std=0.17
2026-05-15 16:12:02,975 - INFO - Epoch 24/300 [Multitask] | train_loss=1.562590 | parts ord=1.1762 bin=0.7206 ter=0.9216 phq=0.0000 cons=0.0184 | [log1p] ccc=0.0104 rmse=4.8973 mae=3.7371 | [PHQ-9] ccc=0.0104 rmse=4.90 mae=3.74 pred_mean=4.61 pred_std=0.18
2026-05-15 16:12:04,563 - INFO - Epoch 25/300 [Multitask] | train_loss=1.532493 | parts ord=1.1400 bin=0.7047 ter=0.9504 phq=0.0000 cons=0.0164 | [log1p] ccc=0.0111 rmse=4.8926 mae=3.7204 | [PHQ-9] ccc=0.0111 rmse=4.89 mae=3.72 pred_mean=4.56 pred_std=0.19
2026-05-15 16:12:06,080 - INFO - Epoch 26/300 [Multitask] | train_loss=1.499312 | parts ord=1.1148 bin=0.7343 ter=0.9076 phq=0.0000 cons=0.0207 | [log1p] ccc=0.0123 rmse=4.8887 mae=3.7106 | [PHQ-9] ccc=0.0123 rmse=4.89 mae=3.71 pred_mean=4.53 pred_std=0.20
2026-05-15 16:12:07,546 - INFO - Epoch 27/300 [Multitask] | train_loss=1.447656 | parts ord=1.0809 bin=0.6579 ter=0.8883 phq=0.0000 cons=0.0161 | [log1p] ccc=0.0126 rmse=4.8838 mae=3.6735 | [PHQ-9] ccc=0.0126 rmse=4.88 mae=3.67 pred_mean=4.42 pred_std=0.22
2026-05-15 16:12:09,145 - INFO - Epoch 28/300 [Multitask] | train_loss=1.579047 | parts ord=1.1840 bin=0.6535 ter=0.9848 phq=0.0000 cons=0.0155 | [log1p] ccc=0.0145 rmse=4.8816 mae=3.6922 | [PHQ-9] ccc=0.0145 rmse=4.88 mae=3.69 pred_mean=4.47 pred_std=0.23
2026-05-15 16:12:10,656 - INFO - Epoch 29/300 [Multitask] | train_loss=1.488546 | parts ord=1.1288 bin=0.6429 ter=0.8721 phq=0.0000 cons=0.0174 | [log1p] ccc=0.0145 rmse=4.8856 mae=3.7168 | [PHQ-9] ccc=0.0145 rmse=4.89 mae=3.72 pred_mean=4.54 pred_std=0.25
2026-05-15 16:12:11,731 - INFO - Epoch 30/300 [Multitask] | train_loss=1.654665 | parts ord=1.1697 bin=0.6603 ter=0.8953 phq=2.3173 cons=0.0145 | [log1p] ccc=0.0146 rmse=4.8804 mae=3.5798 | [PHQ-9] ccc=0.0146 rmse=4.88 mae=3.58 pred_mean=4.13 pred_std=0.25
2026-05-15 16:12:12,598 - INFO - Epoch 31/300 [Multitask] | train_loss=1.714774 | parts ord=1.2209 bin=0.6940 ter=0.9172 phq=2.2674 cons=0.0127 | [log1p] ccc=0.0167 rmse=4.8794 mae=3.5495 | [PHQ-9] ccc=0.0167 rmse=4.88 mae=3.55 pred_mean=4.05 pred_std=0.27
2026-05-15 16:12:13,444 - INFO - Epoch 32/300 [Multitask] | train_loss=1.741932 | parts ord=1.2369 bin=0.7042 ter=0.9241 phq=2.4123 cons=0.0154 | [log1p] ccc=0.0176 rmse=4.8926 mae=3.4776 | [PHQ-9] ccc=0.0176 rmse=4.89 mae=3.48 pred_mean=3.83 pred_std=0.28
2026-05-15 16:12:14,245 - INFO - Epoch 33/300 [Multitask] | train_loss=1.636561 | parts ord=1.1411 bin=0.6458 ter=0.9569 phq=2.2027 cons=0.0140 | [log1p] ccc=0.0224 rmse=4.8745 mae=3.5079 | [PHQ-9] ccc=0.0224 rmse=4.87 mae=3.51 pred_mean=3.93 pred_std=0.31
2026-05-15 16:12:15,076 - INFO - Epoch 34/300 [Multitask] | train_loss=1.673860 | parts ord=1.1933 bin=0.6396 ter=0.9059 phq=2.2310 cons=0.0129 | [log1p] ccc=0.0254 rmse=4.8734 mae=3.4854 | [PHQ-9] ccc=0.0254 rmse=4.87 mae=3.49 pred_mean=3.87 pred_std=0.33
2026-05-15 16:12:16,114 - INFO - Epoch 35/300 [Multitask] | train_loss=1.611369 | parts ord=1.1506 bin=0.6581 ter=0.8155 phq=2.3222 cons=0.0124 | [log1p] ccc=0.0260 rmse=4.8709 mae=3.5049 | [PHQ-9] ccc=0.0260 rmse=4.87 mae=3.50 pred_mean=3.90 pred_std=0.36
2026-05-15 16:12:17,546 - INFO - Epoch 36/300 [Multitask] | train_loss=1.762476 | parts ord=1.2716 bin=0.6823 ter=0.9229 phq=2.2067 cons=0.0133 | [log1p] ccc=0.0296 rmse=4.8612 mae=3.5198 | [PHQ-9] ccc=0.0296 rmse=4.86 mae=3.52 pred_mean=3.95 pred_std=0.39
2026-05-15 16:12:18,890 - INFO - Epoch 37/300 [Multitask] | train_loss=1.580444 | parts ord=1.1330 bin=0.6230 ter=0.8166 phq=2.1619 cons=0.0097 | [log1p] ccc=0.0356 rmse=4.8460 mae=3.5402 | [PHQ-9] ccc=0.0356 rmse=4.85 mae=3.54 pred_mean=4.01 pred_std=0.44
2026-05-15 16:12:20,272 - INFO - Epoch 38/300 [Multitask] | train_loss=1.538257 | parts ord=1.1151 bin=0.5719 ter=0.7869 phq=2.0066 cons=0.0103 | [log1p] ccc=0.0360 rmse=4.8514 mae=3.5350 | [PHQ-9] ccc=0.0360 rmse=4.85 mae=3.53 pred_mean=3.96 pred_std=0.48
2026-05-15 16:12:21,416 - INFO - Epoch 39/300 [Multitask] | train_loss=1.468129 | parts ord=1.0545 bin=0.5466 ter=0.7867 phq=1.8917 cons=0.0103 | [log1p] ccc=0.0430 rmse=4.8518 mae=3.4670 | [PHQ-9] ccc=0.0430 rmse=4.85 mae=3.47 pred_mean=3.77 pred_std=0.50
2026-05-15 16:12:22,673 - INFO - Epoch 40/300 [Multitask] | train_loss=1.499710 | parts ord=1.0943 bin=0.5574 ter=0.7342 phq=2.0114 cons=0.0100 | [log1p] ccc=0.0460 rmse=4.8444 mae=3.5074 | [PHQ-9] ccc=0.0460 rmse=4.84 mae=3.51 pred_mean=3.86 pred_std=0.58
2026-05-15 16:12:23,828 - INFO - Epoch 41/300 [Multitask] | train_loss=1.391595 | parts ord=1.0124 bin=0.4835 ter=0.7063 phq=1.8765 cons=0.0100 | [log1p] ccc=0.0510 rmse=4.8373 mae=3.5362 | [PHQ-9] ccc=0.0510 rmse=4.84 mae=3.54 pred_mean=3.92 pred_std=0.67
2026-05-15 16:12:25,074 - INFO - Epoch 42/300 [Multitask] | train_loss=1.319492 | parts ord=0.9514 bin=0.4569 ter=0.7130 phq=1.6892 cons=0.0116 | [log1p] ccc=0.0638 rmse=4.8237 mae=3.5114 | [PHQ-9] ccc=0.0638 rmse=4.82 mae=3.51 pred_mean=3.87 pred_std=0.77
2026-05-15 16:12:26,411 - INFO - Epoch 43/300 [Multitask] | train_loss=1.293297 | parts ord=0.9581 bin=0.3973 ter=0.6462 phq=1.6141 cons=0.0102 | [log1p] ccc=0.0696 rmse=4.8278 mae=3.5121 | [PHQ-9] ccc=0.0696 rmse=4.83 mae=3.51 pred_mean=3.79 pred_std=0.85
2026-05-15 16:12:28,115 - INFO - Epoch 44/300 [Multitask] | train_loss=1.130903 | parts ord=0.8279 bin=0.3592 ter=0.5801 phq=1.4843 cons=0.0088 | [log1p] ccc=0.0989 rmse=4.7822 mae=3.5717 | [PHQ-9] ccc=0.0989 rmse=4.78 mae=3.57 pred_mean=4.01 pred_std=1.10
2026-05-15 16:12:29,625 - INFO - Epoch 45/300 [Multitask] | train_loss=1.093061 | parts ord=0.7995 bin=0.3259 ter=0.5689 phq=1.4619 cons=0.0096 | [log1p] ccc=0.1307 rmse=4.7278 mae=3.5102 | [PHQ-9] ccc=0.1307 rmse=4.73 mae=3.51 pred_mean=3.91 pred_std=1.22
2026-05-15 16:12:31,180 - INFO - Epoch 46/300 [Multitask] | train_loss=0.958505 | parts ord=0.7081 bin=0.2652 ter=0.4971 phq=1.2159 cons=0.0067 | [log1p] ccc=0.1594 rmse=4.7283 mae=3.6727 | [PHQ-9] ccc=0.1594 rmse=4.73 mae=3.67 pred_mean=4.40 pred_std=1.58
2026-05-15 16:12:32,862 - INFO - Epoch 47/300 [Multitask] | train_loss=0.913802 | parts ord=0.6831 bin=0.2116 ter=0.4504 phq=1.2617 cons=0.0072 | [log1p] ccc=0.1833 rmse=4.7423 mae=3.6570 | [PHQ-9] ccc=0.1833 rmse=4.74 mae=3.66 pred_mean=4.34 pred_std=1.86
2026-05-15 16:12:34,447 - INFO - Epoch 48/300 [Multitask] | train_loss=0.816056 | parts ord=0.6177 bin=0.1649 ter=0.3806 phq=1.1728 cons=0.0078 | [log1p] ccc=0.1629 rmse=4.9212 mae=4.0017 | [PHQ-9] ccc=0.1629 rmse=4.92 mae=4.00 pred_mean=4.74 pred_std=2.15
2026-05-15 16:12:36,119 - INFO - Epoch 49/300 [Multitask] | train_loss=0.798618 | parts ord=0.6151 bin=0.1334 ter=0.3323 phq=1.2603 cons=0.0078 | [log1p] ccc=0.1604 rmse=5.0273 mae=4.1601 | [PHQ-9] ccc=0.1604 rmse=5.03 mae=4.16 pred_mean=4.85 pred_std=2.38
2026-05-15 16:12:37,797 - INFO - Epoch 50/300 [Multitask] | train_loss=0.768777 | parts ord=0.5931 bin=0.1077 ter=0.3143 phq=1.2817 cons=0.0112 | [log1p] ccc=0.1815 rmse=5.0089 mae=4.1281 | [PHQ-9] ccc=0.1815 rmse=5.01 mae=4.13 pred_mean=4.78 pred_std=2.51
2026-05-15 16:12:39,483 - INFO - Epoch 51/300 [Multitask] | train_loss=0.746743 | parts ord=0.5806 bin=0.0712 ter=0.3096 phq=1.2279 cons=0.0115 | [log1p] ccc=0.1789 rmse=5.0328 mae=4.0265 | [PHQ-9] ccc=0.1789 rmse=5.03 mae=4.03 pred_mean=4.58 pred_std=2.58
2026-05-15 16:12:40,348 - INFO - Epoch 52/300 [Multitask] | train_loss=0.683500 | parts ord=0.5276 bin=0.0538 ter=0.2874 phq=1.2031 cons=0.0141 | [log1p] ccc=0.1815 rmse=5.1271 mae=4.1842 | [PHQ-9] ccc=0.1815 rmse=5.13 mae=4.18 pred_mean=4.79 pred_std=2.79
2026-05-15 16:12:41,203 - INFO - Epoch 53/300 [Multitask] | train_loss=0.645254 | parts ord=0.4959 bin=0.0440 ter=0.2880 phq=1.0964 cons=0.0151 | [log1p] ccc=0.1871 rmse=5.0758 mae=4.0552 | [PHQ-9] ccc=0.1871 rmse=5.08 mae=4.06 pred_mean=4.46 pred_std=2.75
2026-05-15 16:12:42,002 - INFO - Epoch 54/300 [Multitask] | train_loss=0.638851 | parts ord=0.4906 bin=0.0423 ter=0.2793 phq=1.1348 cons=0.0141 | [log1p] ccc=0.1857 rmse=5.1617 mae=4.2415 | [PHQ-9] ccc=0.1857 rmse=5.16 mae=4.24 pred_mean=4.99 pred_std=2.85
2026-05-15 16:12:42,818 - INFO - Epoch 55/300 [Multitask] | train_loss=0.618269 | parts ord=0.4826 bin=0.0346 ter=0.2482 phq=1.0881 cons=0.0164 | [log1p] ccc=0.1997 rmse=5.1139 mae=4.1144 | [PHQ-9] ccc=0.1997 rmse=5.11 mae=4.11 pred_mean=4.76 pred_std=2.89
2026-05-15 16:12:43,680 - INFO - Epoch 56/300 [Multitask] | train_loss=0.601034 | parts ord=0.4565 bin=0.0364 ter=0.2770 phq=1.0844 cons=0.0171 | [log1p] ccc=0.2118 rmse=5.2321 mae=4.1858 | [PHQ-9] ccc=0.2118 rmse=5.23 mae=4.19 pred_mean=5.47 pred_std=3.04
2026-05-15 16:12:44,841 - INFO - Epoch 57/300 [Multitask] | train_loss=0.630630 | parts ord=0.4848 bin=0.0271 ter=0.2638 phq=1.2169 cons=0.0179 | [log1p] ccc=0.1889 rmse=5.4244 mae=4.3824 | [PHQ-9] ccc=0.1889 rmse=5.42 mae=4.38 pred_mean=5.99 pred_std=3.04
2026-05-15 16:12:46,290 - INFO - Epoch 58/300 [Multitask] | train_loss=0.599630 | parts ord=0.4514 bin=0.0399 ter=0.2700 phq=1.1926 cons=0.0157 | [log1p] ccc=0.3056 rmse=4.7641 mae=3.4963 | [PHQ-9] ccc=0.3056 rmse=4.76 mae=3.50 pred_mean=4.53 pred_std=2.92
2026-05-15 16:12:47,714 - INFO - Epoch 59/300 [Multitask] | train_loss=0.548884 | parts ord=0.4161 bin=0.0174 ter=0.2383 phq=1.1399 cons=0.0170 | [log1p] ccc=0.2611 rmse=5.0310 mae=3.9611 | [PHQ-9] ccc=0.2611 rmse=5.03 mae=3.96 pred_mean=5.43 pred_std=2.97
2026-05-15 16:12:48,973 - INFO - Epoch 60/300 [Multitask] | train_loss=0.548473 | parts ord=0.4161 bin=0.0199 ter=0.2316 phq=1.1562 cons=0.0208 | [log1p] ccc=0.3268 rmse=4.7282 mae=3.6322 | [PHQ-9] ccc=0.3268 rmse=4.73 mae=3.63 pred_mean=5.16 pred_std=2.89
2026-05-15 16:12:50,024 - INFO - Epoch 61/300 [Multitask] | train_loss=0.591338 | parts ord=0.4383 bin=0.0216 ter=0.2885 phq=1.2278 cons=0.0189 | [log1p] ccc=0.4316 rmse=4.2707 mae=3.2714 | [PHQ-9] ccc=0.4316 rmse=4.27 mae=3.27 pred_mean=3.84 pred_std=2.79
2026-05-15 16:12:51,408 - INFO - Epoch 62/300 [Multitask] | train_loss=0.530791 | parts ord=0.3918 bin=0.0259 ter=0.2620 phq=1.0868 cons=0.0212 | [log1p] ccc=0.4562 rmse=4.1365 mae=3.0440 | [PHQ-9] ccc=0.4562 rmse=4.14 mae=3.04 pred_mean=3.47 pred_std=2.59
2026-05-15 16:12:52,783 - INFO - Epoch 63/300 [Multitask] | train_loss=0.562660 | parts ord=0.4060 bin=0.0408 ter=0.3083 phq=1.1249 cons=0.0178 | [log1p] ccc=0.3680 rmse=4.6428 mae=3.6566 | [PHQ-9] ccc=0.3680 rmse=4.64 mae=3.66 pred_mean=5.71 pred_std=2.82
2026-05-15 16:12:54,194 - INFO - Epoch 64/300 [Multitask] | train_loss=0.574047 | parts ord=0.4213 bin=0.0525 ter=0.2868 phq=1.1343 cons=0.0208 | [log1p] ccc=0.3614 rmse=4.5076 mae=3.3098 | [PHQ-9] ccc=0.3614 rmse=4.51 mae=3.31 pred_mean=4.81 pred_std=2.73
2026-05-15 16:12:55,539 - INFO - Epoch 65/300 [Multitask] | train_loss=0.504895 | parts ord=0.3737 bin=0.0092 ter=0.2416 phq=1.1167 cons=0.0151 | [log1p] ccc=0.3914 rmse=4.5159 mae=3.3690 | [PHQ-9] ccc=0.3914 rmse=4.52 mae=3.37 pred_mean=4.98 pred_std=2.99
2026-05-15 16:12:57,220 - INFO - Epoch 66/300 [Multitask] | train_loss=0.472111 | parts ord=0.3318 bin=0.0467 ter=0.2536 phq=1.1042 cons=0.0202 | [log1p] ccc=0.3709 rmse=4.4547 mae=3.4614 | [PHQ-9] ccc=0.3709 rmse=4.45 mae=3.46 pred_mean=4.13 pred_std=2.73
2026-05-15 16:12:58,836 - INFO - Epoch 67/300 [Multitask] | train_loss=0.466426 | parts ord=0.3410 bin=0.0140 ter=0.2167 phq=1.1306 cons=0.0177 | [log1p] ccc=0.3318 rmse=4.6796 mae=3.6950 | [PHQ-9] ccc=0.3318 rmse=4.68 mae=3.70 pred_mean=4.85 pred_std=2.89
2026-05-15 16:13:00,324 - INFO - Epoch 68/300 [Multitask] | train_loss=0.534988 | parts ord=0.3990 bin=0.0143 ter=0.2538 phq=1.1169 cons=0.0188 | [log1p] ccc=0.2197 rmse=4.8804 mae=3.5788 | [PHQ-9] ccc=0.2197 rmse=4.88 mae=3.58 pred_mean=3.87 pred_std=2.50
2026-05-15 16:13:01,851 - INFO - Epoch 69/300 [Multitask] | train_loss=0.484111 | parts ord=0.3368 bin=0.0394 ter=0.2783 phq=1.1191 cons=0.0194 | [log1p] ccc=0.3530 rmse=4.4649 mae=3.5586 | [PHQ-9] ccc=0.3530 rmse=4.46 mae=3.56 pred_mean=4.62 pred_std=2.57
2026-05-15 16:13:03,304 - INFO - Epoch 70/300 [Multitask] | train_loss=0.455402 | parts ord=0.3240 bin=0.0091 ter=0.2466 phq=1.0832 cons=0.0191 | [log1p] ccc=0.2923 rmse=4.7509 mae=3.7744 | [PHQ-9] ccc=0.2923 rmse=4.75 mae=3.77 pred_mean=5.13 pred_std=2.66
2026-05-15 16:13:04,846 - INFO - Epoch 71/300 [Multitask] | train_loss=0.515076 | parts ord=0.3837 bin=0.0089 ter=0.2453 phq=1.1050 cons=0.0122 | [log1p] ccc=-0.0142 rmse=5.6884 mae=3.8703 | [PHQ-9] ccc=-0.0142 rmse=5.69 mae=3.87 pred_mean=3.83 pred_std=2.76
2026-05-15 16:13:05,864 - INFO - Epoch 72/300 [Multitask] | train_loss=0.534683 | parts ord=0.3826 bin=0.0862 ter=0.2772 phq=1.0861 cons=0.0169 | [log1p] ccc=-0.0290 rmse=5.7983 mae=4.1579 | [PHQ-9] ccc=-0.0290 rmse=5.80 mae=4.16 pred_mean=4.96 pred_std=2.85
2026-05-15 16:13:06,731 - INFO - Epoch 73/300 [Multitask] | train_loss=0.545611 | parts ord=0.4210 bin=0.0254 ter=0.2386 phq=0.9562 cons=0.0138 | [log1p] ccc=-0.0037 rmse=5.6171 mae=3.8260 | [PHQ-9] ccc=-0.0037 rmse=5.62 mae=3.83 pred_mean=3.15 pred_std=2.47
2026-05-15 16:13:07,622 - INFO - Epoch 74/300 [Multitask] | train_loss=0.558707 | parts ord=0.4027 bin=0.0782 ter=0.2873 phq=1.1284 cons=0.0165 | [log1p] ccc=0.2546 rmse=5.0442 mae=3.8718 | [PHQ-9] ccc=0.2546 rmse=5.04 mae=3.87 pred_mean=5.31 pred_std=3.00
2026-05-15 16:13:08,365 - INFO - Epoch 75/300 [Multitask] | train_loss=0.542560 | parts ord=0.3765 bin=0.1198 ter=0.3010 phq=1.1115 cons=0.0219 | [log1p] ccc=0.2806 rmse=4.9417 mae=3.7831 | [PHQ-9] ccc=0.2806 rmse=4.94 mae=3.78 pred_mean=5.28 pred_std=2.97
2026-05-15 16:13:09,187 - INFO - Epoch 76/300 [Multitask] | train_loss=0.405985 | parts ord=0.2809 bin=0.0390 ter=0.2352 phq=0.9336 cons=0.0201 | [log1p] ccc=0.1766 rmse=5.1500 mae=3.8881 | [PHQ-9] ccc=0.1766 rmse=5.15 mae=3.89 pred_mean=4.45 pred_std=2.84
